input,weight,output,scenario,iteration
electricity,22536270.07,demand_elec,Islanded_2050_high_demand,Run_2_1_
heat,141038705.4,demand_heat,Islanded_2050_high_demand,Run_2_1_
hydrogen,3482191.781,demand_hydrogen_industrial,Islanded_2050_high_demand,Run_2_1_
electricity_grid,2169720,elec_lines_grid:Golden Hill,Islanded_2050_high_demand,Run_2_1_
elec_lines_grid:Haverfordwest Power Stn,1958040,electricity_grid,Islanded_2050_high_demand,Run_2_1_
electricity_grid,1958040,elec_lines_grid:Neyland,Islanded_2050_high_demand,Run_2_1_
elec_lines_grid:Neyland,2169720,electricity_grid,Islanded_2050_high_demand,Run_2_1_
electricity_primary,588123.0551,elec_lines_primary:Brawdy,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Brawdy,171893.9444,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,6667029.737,elec_lines_primary:Bridell,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Bridell,550842.5677,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,723665.6736,elec_lines_primary:Broadfield,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Broadfield,40417508.65,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,18124899.13,elec_lines_primary:Fishguard,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Fishguard,10334504.79,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,26741405.01,elec_lines_primary:Golden Hill,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Golden Hill,13673494.37,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,27211034.61,elec_lines_primary:Haverfordwest Power Stn,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Haverfordwest Power Stn,25948169.31,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,21539.90254,elec_lines_primary:Llanfyrnach,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Llanfyrnach,7981886.416,electricity_primary,Islanded_2050_high_demand,Run_2_1_
biomass,12301.8876,biomass_boiler_to_heat,2050_high_hydrogen,Run_2_2_
electricity_primary,132585.4954,elec_lines_primary:Merlins Bridge,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Merlins Bridge,3559569.584,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,3530876.738,elec_lines_primary:Milford Haven,Islanded_2050_high_demand,Run_2_1_
electricity_primary,10334504.79,elec_lines_primary:Nevern,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Nevern,6667029.737,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,550842.5677,elec_lines_primary:Newcastle Emlyn South,Islanded_2050_high_demand,Run_2_1_
electricity_primary,15440291.92,elec_lines_primary:Neyland,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Neyland,9581805.44,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,7670647.065,elec_lines_primary:Penblewin,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Penblewin,1842627.196,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,20757096.5,elec_lines_primary:St Davids,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:St Davids,18713022.19,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,21305226.02,elec_lines_primary:St Florence,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:St Florence,18112786.45,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,13717.91704,elec_lines_primary:St Twynells,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:St Twynells,9352284.229,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,14699686.23,elec_lines_primary:Steynton,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Steynton,12484765.55,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_primary,4442883.444,elec_lines_primary:Tenby,Islanded_2050_high_demand,Run_2_1_
electricity_primary,8015821.114,elec_lines_primary:Whitland,Islanded_2050_high_demand,Run_2_1_
elec_lines_primary:Whitland,7579686.5,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity_transport,1213582.05,electric_bus,Islanded_2050_high_demand,Run_2_1_
electric_bus,558247.7431,bus_mileage,Islanded_2050_high_demand,Run_2_1_
electricity_transport,9177215.17,electric_car,Islanded_2050_high_demand,Run_2_1_
electric_car,32120253.1,car_mileage,Islanded_2050_high_demand,Run_2_1_
electricity_transport,3027785.517,electric_hgv,Islanded_2050_high_demand,Run_2_1_
electric_hgv,847779.9448,hgv_mileage,Islanded_2050_high_demand,Run_2_1_
electricity_transport,1664507.478,electric_van,Islanded_2050_high_demand,Run_2_1_
electric_van,5426294.378,van_mileage,Islanded_2050_high_demand,Run_2_1_
electricity,15083090.22,ev_chargers,Islanded_2050_high_demand,Run_2_1_
ev_chargers,15083090.22,electricity_transport,Islanded_2050_high_demand,Run_2_1_
electricity_grid,-2169720,grid_substation,Islanded_2050_high_demand,Run_2_1_
electricity_primary,-2169720,grid_substation,Islanded_2050_high_demand,Run_2_1_
grid_substation,2169720,electricity_grid,Islanded_2050_high_demand,Run_2_1_
grid_substation,2169720,electricity_primary,Islanded_2050_high_demand,Run_2_1_
ground_pv,9334140.054,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity,55470851.78,heat_pump,Islanded_2050_high_demand,Run_2_1_
heat_pump,138677129.5,heat,Islanded_2050_high_demand,Run_2_1_
hgv_mileage,863581.978,hgv_demand,Islanded_2050_high_demand,Run_2_1_
hydroelectricity,407860.8,electricity_primary,Islanded_2050_high_demand,Run_2_1_
hydrogen,2.34E-10,hydrogen_boiler_to_heat,Islanded_2050_high_demand,Run_2_1_
hydrogen_boiler_to_heat,1.96E-10,heat,Islanded_2050_high_demand,Run_2_1_
hydrogen_transport,46476.56832,hydrogen_hgv,Islanded_2050_high_demand,Run_2_1_
hydrogen_hgv,15802.03323,hgv_mileage,Islanded_2050_high_demand,Run_2_1_
hydrogen,114799.1236,hydrogen_refueller,Islanded_2050_high_demand,Run_2_1_
hydrogen_refueller,51659.60562,hydrogen_transport,Islanded_2050_high_demand,Run_2_1_
hydrogen_transport,44527.81183,hydrogen_storage_transport,Islanded_2050_high_demand,Run_2_1_
hydrogen_storage_transport,39344.77453,hydrogen_transport,Islanded_2050_high_demand,Run_2_1_
methane_reformation,3596990.904,hydrogen,Islanded_2050_high_demand,Run_2_1_
nuclear_smr,77648755.4,electricity_primary,Islanded_2050_high_demand,Run_2_1_
onshore_wind,8524987.96,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity,-169205.2787,primary_substation,Islanded_2050_high_demand,Run_2_1_
electricity_primary,-96425998.89,primary_substation,Islanded_2050_high_demand,Run_2_1_
primary_substation,96332326.76,electricity,Islanded_2050_high_demand,Run_2_1_
primary_substation,262877.4143,electricity_primary,Islanded_2050_high_demand,Run_2_1_
electricity,2361575.986,resistance_heating,Islanded_2050_high_demand,Run_2_1_
resistance_heating,2361575.986,heat,Islanded_2050_high_demand,Run_2_1_
rooftop_pv,619990.7995,electricity,Islanded_2050_high_demand,Run_2_1_
van_mileage,5426294.378,van_demand,Islanded_2050_high_demand,Run_2_1_
biomass,209455.9098,biomass_boiler_to_heat,2050_high_demand,Run_2_2_
biomass_boiler_to_heat,146619.1369,heat,2050_high_demand,Run_2_2_
biomass_import,209455.9098,biomass,2050_high_demand,Run_2_2_
bus_mileage,558247.7431,bus_demand,2050_high_demand,Run_2_2_
car_mileage,32120253.1,car_demand,2050_high_demand,Run_2_2_
electricity,37091124.06,demand_elec,2050_high_demand,Run_2_2_
heat,154502751.1,demand_heat,2050_high_demand,Run_2_2_
hydrogen,3482191.781,demand_hydrogen_industrial,2050_high_demand,Run_2_2_
electricity_grid,54476439.12,elec_lines_grid:Golden Hill,2050_high_demand,Run_2_2_
elec_lines_grid:Golden Hill,34403006.05,electricity_grid,2050_high_demand,Run_2_2_
electricity_grid,34805497.54,elec_lines_grid:Haverfordwest Power Stn,2050_high_demand,Run_2_2_
electricity_grid,34403006.05,elec_lines_grid:Neyland,2050_high_demand,Run_2_2_
elec_lines_grid:Neyland,34858417.54,electricity_grid,2050_high_demand,Run_2_2_
elec_lines_grid:St Twynells,54423519.12,electricity_grid,2050_high_demand,Run_2_2_
electricity_primary,1694341.624,elec_lines_primary:Brawdy,2050_high_demand,Run_2_2_
electricity_primary,7365287.656,elec_lines_primary:Bridell,2050_high_demand,Run_2_2_
elec_lines_primary:Bridell,590385.8258,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,26735984.11,elec_lines_primary:Broadfield,2050_high_demand,Run_2_2_
elec_lines_primary:Broadfield,19055185.79,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,11107608.56,elec_lines_primary:Fishguard,2050_high_demand,Run_2_2_
elec_lines_primary:Fishguard,11367587.65,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,11573670.9,elec_lines_primary:Golden Hill,2050_high_demand,Run_2_2_
elec_lines_primary:Golden Hill,15802663.78,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,2666789.102,elec_lines_primary:Haverfordwest Power Stn,2050_high_demand,Run_2_2_
elec_lines_primary:Haverfordwest Power Stn,51110583.62,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,1804367.46,elec_lines_primary:Llanfyrnach,2050_high_demand,Run_2_2_
electricity_primary,9759003.065,elec_lines_primary:Merlins Bridge,2050_high_demand,Run_2_2_
electricity_primary,3459027.299,elec_lines_primary:Milford Haven,2050_high_demand,Run_2_2_
electricity_primary,11357655.69,elec_lines_primary:Nevern,2050_high_demand,Run_2_2_
elec_lines_primary:Nevern,7365287.656,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,590385.8258,elec_lines_primary:Newcastle Emlyn South,2050_high_demand,Run_2_2_
electricity_primary,9181100.419,elec_lines_primary:Neyland,2050_high_demand,Run_2_2_
elec_lines_primary:Neyland,4738157.991,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,9634066.264,elec_lines_primary:Penblewin,2050_high_demand,Run_2_2_
elec_lines_primary:Penblewin,2244993.942,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,8656576.216,elec_lines_primary:St Davids,2050_high_demand,Run_2_2_
elec_lines_primary:St Davids,14041044.06,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,19536709.35,elec_lines_primary:St Florence,2050_high_demand,Run_2_2_
elec_lines_primary:St Florence,16769038.19,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,1161865.071,elec_lines_primary:St Twynells,2050_high_demand,Run_2_2_
elec_lines_primary:St Twynells,3356.308926,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,6271767.516,elec_lines_primary:Steynton,2050_high_demand,Run_2_2_
elec_lines_primary:Steynton,4377910.678,electricity_primary,2050_high_demand,Run_2_2_
electricity_primary,4469362.877,elec_lines_primary:Tenby,2050_high_demand,Run_2_2_
electricity_primary,2244993.942,elec_lines_primary:Whitland,2050_high_demand,Run_2_2_
elec_lines_primary:Whitland,1804367.46,electricity_primary,2050_high_demand,Run_2_2_
electricity_transport,1213582.05,electric_bus,2050_high_demand,Run_2_2_
electric_bus,558247.7431,bus_mileage,2050_high_demand,Run_2_2_
electricity_transport,9172984.126,electric_car,2050_high_demand,Run_2_2_
electric_car,32105444.44,car_mileage,2050_high_demand,Run_2_2_
electricity_transport,2839655.857,electric_hgv,2050_high_demand,Run_2_2_
electric_hgv,795103.64,hgv_mileage,2050_high_demand,Run_2_2_
electricity_transport,1664507.478,electric_van,2050_high_demand,Run_2_2_
electric_van,5426294.378,van_mileage,2050_high_demand,Run_2_2_
electricity,14890729.51,ev_chargers,2050_high_demand,Run_2_2_
ev_chargers,14890729.51,electricity_transport,2050_high_demand,Run_2_2_
electricity_grid,-67802481.02,grid_substation,2050_high_demand,Run_2_2_
electricity_primary,-1181463.607,grid_substation,2050_high_demand,Run_2_2_
grid_substation,13378961.9,electricity_grid,2050_high_demand,Run_2_2_
grid_substation,55604982.73,electricity_primary,2050_high_demand,Run_2_2_
ground_pv,50153216.54,electricity_primary,2050_high_demand,Run_2_2_
electricity,61436933.47,heat_pump,2050_high_demand,Run_2_2_
heat_pump,153592333.7,heat,2050_high_demand,Run_2_2_
hgv_mileage,863581.978,hgv_demand,2050_high_demand,Run_2_2_
hydroelectricity,407860.8,electricity_primary,2050_high_demand,Run_2_2_
hydrogen,63107.29684,hydrogen_boiler_to_heat,2050_high_demand,Run_2_2_
hydrogen_boiler_to_heat,53010.12935,heat,2050_high_demand,Run_2_2_
hydrogen_transport,4068.311836,hydrogen_car,2050_high_demand,Run_2_2_
hydrogen_car,14808.65508,car_mileage,2050_high_demand,Run_2_2_
hydrogen_transport,201406.8765,hydrogen_hgv,2050_high_demand,Run_2_2_
hydrogen_hgv,68478.338,hgv_mileage,2050_high_demand,Run_2_2_
hydrogen,495843.0466,hydrogen_refueller,2050_high_demand,Run_2_2_
hydrogen_refueller,223129.371,hydrogen_transport,2050_high_demand,Run_2_2_
hydrogen_transport,151668.2359,hydrogen_storage_transport,2050_high_demand,Run_2_2_
hydrogen_storage_transport,134014.0533,hydrogen_transport,2050_high_demand,Run_2_2_
methane_reformation,4041142.124,hydrogen,2050_high_demand,Run_2_2_
national_grid_import,54423519.12,electricity_grid,2050_high_demand,Run_2_2_
onshore_wind,8524987.96,electricity_primary,2050_high_demand,Run_2_2_
electricity,-2022236.08,primary_substation,2050_high_demand,Run_2_2_
electricity_primary,-113509584.4,primary_substation,2050_high_demand,Run_2_2_
primary_substation,115531820.5,electricity,2050_high_demand,Run_2_2_
electricity,710788.1886,resistance_heating,2050_high_demand,Run_2_2_
resistance_heating,710788.1886,heat,2050_high_demand,Run_2_2_
rooftop_pv,619990.7995,electricity,2050_high_demand,Run_2_2_
van_mileage,5426294.378,van_demand,2050_high_demand,Run_2_2_
electricity,5131476.324,battery,2050_high_hydrogen,Run_2_2_
battery,4343281.56,electricity,2050_high_hydrogen,Run_2_2_
biomass_boiler_to_heat,8611.321317,heat,2050_high_hydrogen,Run_2_2_
biomass_import,12301.8876,biomass,2050_high_hydrogen,Run_2_2_
bus_mileage,558247.7431,bus_demand,2050_high_hydrogen,Run_2_2_
car_mileage,32120253.1,car_demand,2050_high_hydrogen,Run_2_2_
electricity,22536270.07,demand_elec,2050_high_hydrogen,Run_2_2_
heat,77072276.39,demand_heat,2050_high_hydrogen,Run_2_2_
hydrogen_heat,63966429.05,demand_hydrogen_heat,2050_high_hydrogen,Run_2_2_
hydrogen,3482191.781,demand_hydrogen_industrial,2050_high_hydrogen,Run_2_2_
electricity_grid,12139059.15,elec_lines_grid:Golden Hill,2050_high_hydrogen,Run_2_2_
elec_lines_grid:Golden Hill,5590923.449,electricity_grid,2050_high_hydrogen,Run_2_2_
electricity_grid,6278883.449,elec_lines_grid:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_2_
elec_lines_grid:Haverfordwest Power Stn,687960,electricity_grid,2050_high_hydrogen,Run_2_2_
electricity_grid,6278883.449,elec_lines_grid:Neyland,2050_high_hydrogen,Run_2_2_
elec_lines_grid:Neyland,7760643.449,electricity_grid,2050_high_hydrogen,Run_2_2_
elec_lines_grid:St Twynells,10657299.15,electricity_grid,2050_high_hydrogen,Run_2_2_
electricity_primary,938419.7284,elec_lines_primary:Brawdy,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Brawdy,386288.5056,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,6043278.794,elec_lines_primary:Bridell,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Bridell,487321.9041,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,14063947.62,elec_lines_primary:Broadfield,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Broadfield,9341668.305,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,4204913.087,elec_lines_primary:Fishguard,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Fishguard,9227331.8,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,9603120.959,elec_lines_primary:Golden Hill,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Golden Hill,6512220.547,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,5243724.098,elec_lines_primary:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Haverfordwest Power Stn,31048194.39,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,1644844.476,elec_lines_primary:Llanfyrnach,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Llanfyrnach,32902.18187,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,4737947.988,elec_lines_primary:Merlins Bridge,2050_high_hydrogen,Run_2_2_
electricity_primary,1228804.21,elec_lines_primary:Milford Haven,2050_high_hydrogen,Run_2_2_
electricity_primary,8889434.929,elec_lines_primary:Nevern,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Nevern,6042403.705,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,487321.9041,elec_lines_primary:Newcastle Emlyn South,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Newcastle Emlyn South,875.0891003,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,8373993.151,elec_lines_primary:Neyland,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Neyland,4373518.431,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,7730152.249,elec_lines_primary:Penblewin,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Penblewin,2509172.208,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,1780368.15,elec_lines_primary:St Davids,2050_high_hydrogen,Run_2_2_
elec_lines_primary:St Davids,9874607.194,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,10739524.55,elec_lines_primary:St Florence,2050_high_hydrogen,Run_2_2_
elec_lines_primary:St Florence,8577237.487,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,265924.4734,elec_lines_primary:St Twynells,2050_high_hydrogen,Run_2_2_
elec_lines_primary:St Twynells,127649.1697,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,7366672.986,elec_lines_primary:Steynton,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Steynton,6961481.947,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,1694674.693,elec_lines_primary:Tenby,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Tenby,1075.663507,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_primary,2542074.39,elec_lines_primary:Whitland,2050_high_hydrogen,Run_2_2_
elec_lines_primary:Whitland,2075193.91,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity_transport,1213582.05,electric_bus,2050_high_hydrogen,Run_2_2_
electric_bus,558247.7431,bus_mileage,2050_high_hydrogen,Run_2_2_
electricity_transport,9177215.17,electric_car,2050_high_hydrogen,Run_2_2_
electric_car,32120253.1,car_mileage,2050_high_hydrogen,Run_2_2_
electricity_transport,2930389.216,electric_hgv,2050_high_hydrogen,Run_2_2_
electric_hgv,820508.9804,hgv_mileage,2050_high_hydrogen,Run_2_2_
electricity_transport,1664507.478,electric_van,2050_high_hydrogen,Run_2_2_
electric_van,5426294.378,van_mileage,2050_high_hydrogen,Run_2_2_
electricity,432747.0463,electrolyser,2050_high_hydrogen,Run_2_2_
electrolyser,335378.9609,hydrogen,2050_high_hydrogen,Run_2_2_
electricity,14985693.91,ev_chargers,2050_high_hydrogen,Run_2_2_
ev_chargers,14985693.91,electricity_transport,2050_high_hydrogen,Run_2_2_
electricity_grid,-12827019.15,grid_substation,2050_high_hydrogen,Run_2_2_
electricity_primary,-2169720,grid_substation,2050_high_hydrogen,Run_2_2_
grid_substation,2169720,electricity_grid,2050_high_hydrogen,Run_2_2_
grid_substation,12827019.15,electricity_primary,2050_high_hydrogen,Run_2_2_
ground_pv,49973289.39,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity,30502073.96,heat_pump,2050_high_hydrogen,Run_2_2_
heat_pump,76255184.89,heat,2050_high_hydrogen,Run_2_2_
hgv_mileage,863581.978,hgv_demand,2050_high_hydrogen,Run_2_2_
hydroelectricity,407860.8,electricity_primary,2050_high_hydrogen,Run_2_2_
hydrogen,76150510.78,hydrogen_boiler_to_heat1,2050_high_hydrogen,Run_2_2_
hydrogen_boiler_to_heat1,63966429.05,hydrogen_heat,2050_high_hydrogen,Run_2_2_
hydrogen_transport,126685.2871,hydrogen_hgv,2050_high_hydrogen,Run_2_2_
hydrogen_hgv,43072.99762,hgv_mileage,2050_high_hydrogen,Run_2_2_
hydrogen_import,2984758.787,hydrogen,2050_high_hydrogen,Run_2_2_
hydrogen,306131.1384,hydrogen_refueller,2050_high_hydrogen,Run_2_2_
hydrogen_refueller,137759.0123,hydrogen_transport,2050_high_hydrogen,Run_2_2_
hydrogen_transport,95135.09583,hydrogen_storage_transport,2050_high_hydrogen,Run_2_2_
hydrogen_storage_transport,84061.37068,hydrogen_transport,2050_high_hydrogen,Run_2_2_
methane_reformation,76618695.95,hydrogen,2050_high_hydrogen,Run_2_2_
national_grid_import,10657299.15,electricity_grid,2050_high_hydrogen,Run_2_2_
onshore_wind,8395019.786,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity,-1204612.923,primary_substation,2050_high_hydrogen,Run_2_2_
electricity_primary,-70633919.98,primary_substation,2050_high_hydrogen,Run_2_2_
primary_substation,70638082.05,electricity,2050_high_hydrogen,Run_2_2_
primary_substation,1200450.847,electricity_primary,2050_high_hydrogen,Run_2_2_
electricity,808480.1789,resistance_heating,2050_high_hydrogen,Run_2_2_
resistance_heating,808480.1789,heat,2050_high_hydrogen,Run_2_2_
rooftop_pv,619990.7995,electricity,2050_high_hydrogen,Run_2_2_
van_mileage,5426294.378,van_demand,2050_high_hydrogen,Run_2_2_
electricity,44960.29603,battery,2050_low_demand,Run_2_2_
battery,38054.39456,electricity,2050_low_demand,Run_2_2_
biomass,189489.081,biomass_boiler_to_heat,2050_low_demand,Run_2_2_
biomass_boiler_to_heat,132642.3567,heat,2050_low_demand,Run_2_2_
biomass_import,189489.081,biomass,2050_low_demand,Run_2_2_
bus_mileage,558247.7431,bus_demand,2050_low_demand,Run_2_2_
car_mileage,32120253.1,car_demand,2050_low_demand,Run_2_2_
electricity,33925848.25,demand_elec,2050_low_demand,Run_2_2_
heat,138475598.2,demand_heat,2050_low_demand,Run_2_2_
hydrogen,3482191.781,demand_hydrogen_industrial,2050_low_demand,Run_2_2_
electricity_grid,45039473.06,elec_lines_grid:Golden Hill,2050_low_demand,Run_2_2_
elec_lines_grid:Golden Hill,36840586.52,electricity_grid,2050_low_demand,Run_2_2_
electricity_grid,36854506.17,elec_lines_grid:Haverfordwest Power Stn,2050_low_demand,Run_2_2_
electricity_grid,36840586.52,elec_lines_grid:Neyland,2050_low_demand,Run_2_2_
elec_lines_grid:Neyland,36957399.43,electricity_grid,2050_low_demand,Run_2_2_
elec_lines_grid:St Twynells,44936579.8,electricity_grid,2050_low_demand,Run_2_2_
electricity_primary,1568287.145,elec_lines_primary:Brawdy,2050_low_demand,Run_2_2_
electricity_primary,5059220.659,elec_lines_primary:Bridell,2050_low_demand,Run_2_2_
elec_lines_primary:Bridell,362062.5927,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,28650266.46,elec_lines_primary:Broadfield,2050_low_demand,Run_2_2_
elec_lines_primary:Broadfield,21578872.06,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,5121120.945,elec_lines_primary:Fishguard,2050_low_demand,Run_2_2_
elec_lines_primary:Fishguard,8136727.588,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,16272503.11,elec_lines_primary:Golden Hill,2050_low_demand,Run_2_2_
elec_lines_primary:Golden Hill,5712325.621,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,3580640.308,elec_lines_primary:Haverfordwest Power Stn,2050_low_demand,Run_2_2_
elec_lines_primary:Haverfordwest Power Stn,54797166.61,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,1226530.666,elec_lines_primary:Llanfyrnach,2050_low_demand,Run_2_2_
electricity_primary,8439325.943,elec_lines_primary:Merlins Bridge,2050_low_demand,Run_2_2_
electricity_primary,2839050.319,elec_lines_primary:Milford Haven,2050_low_demand,Run_2_2_
electricity_primary,7675860.765,elec_lines_primary:Nevern,2050_low_demand,Run_2_2_
elec_lines_primary:Nevern,5059220.659,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,362062.5927,elec_lines_primary:Newcastle Emlyn South,2050_low_demand,Run_2_2_
electricity_primary,6015547.538,elec_lines_primary:Neyland,2050_low_demand,Run_2_2_
elec_lines_primary:Neyland,2882707.228,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,8361410.834,elec_lines_primary:Penblewin,2050_low_demand,Run_2_2_
elec_lines_primary:Penblewin,1611100.794,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,3960968.387,elec_lines_primary:St Davids,2050_low_demand,Run_2_2_
elec_lines_primary:St Davids,9587028.76,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,20081372.59,elec_lines_primary:St Florence,2050_low_demand,Run_2_2_
elec_lines_primary:St Florence,16973926.63,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,1110646.259,elec_lines_primary:St Twynells,2050_low_demand,Run_2_2_
elec_lines_primary:St Twynells,3666.782382,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,9433859.342,elec_lines_primary:Steynton,2050_low_demand,Run_2_2_
elec_lines_primary:Steynton,8610765.066,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,5172326.408,elec_lines_primary:Tenby,2050_low_demand,Run_2_2_
electricity_primary,1611100.794,elec_lines_primary:Whitland,2050_low_demand,Run_2_2_
elec_lines_primary:Whitland,1226530.666,electricity_primary,2050_low_demand,Run_2_2_
electricity_transport,1213582.05,electric_bus,2050_low_demand,Run_2_2_
electric_bus,558247.7431,bus_mileage,2050_low_demand,Run_2_2_
electricity_transport,9175061.608,electric_car,2050_low_demand,Run_2_2_
electric_car,32112715.63,car_mileage,2050_low_demand,Run_2_2_
electricity_transport,2912345.247,electric_hgv,2050_low_demand,Run_2_2_
electric_hgv,815456.6692,hgv_mileage,2050_low_demand,Run_2_2_
electricity_transport,1664507.478,electric_van,2050_low_demand,Run_2_2_
electric_van,5426294.378,van_mileage,2050_low_demand,Run_2_2_
electricity,14965496.38,ev_chargers,2050_low_demand,Run_2_2_
ev_chargers,14965496.38,electricity_transport,2050_low_demand,Run_2_2_
electricity_grid,-45053392.71,grid_substation,2050_low_demand,Run_2_2_
electricity_primary,-1874602.564,grid_substation,2050_low_demand,Run_2_2_
grid_substation,116812.9079,electricity_grid,2050_low_demand,Run_2_2_
grid_substation,46811182.36,electricity_primary,2050_low_demand,Run_2_2_
ground_pv,50153216.54,electricity_primary,2050_low_demand,Run_2_2_
electricity,55081030.28,heat_pump,2050_low_demand,Run_2_2_
heat_pump,137702575.7,heat,2050_low_demand,Run_2_2_
hgv_mileage,863581.978,hgv_demand,2050_low_demand,Run_2_2_
hydroelectricity,407860.8,electricity_primary,2050_low_demand,Run_2_2_
hydrogen,44501.4105,hydrogen_boiler_to_heat,2050_low_demand,Run_2_2_
hydrogen_boiler_to_heat,37381.18482,heat,2050_low_demand,Run_2_2_
hydrogen_transport,2070.732981,hydrogen_car,2050_low_demand,Run_2_2_
hydrogen_car,7537.46805,car_mileage,2050_low_demand,Run_2_2_
hydrogen_transport,141545.026,hydrogen_hgv,2050_low_demand,Run_2_2_
hydrogen_hgv,48125.30884,hgv_mileage,2050_low_demand,Run_2_2_
